winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
0.533264490615,0.708636316436,1,73.8934185755,1.0,0.0,2,5,2.0,3.0,1,21.0,59.0,1
0.279211145114,0.423589132524,-1,62.7653897456,0.0,2.0,5,3,1.0,1.0,0,77.0,31.0,1
0.791344315799,0.71321917776,-1,69.4296237008,2.0,0.0,1,1,2.0,3.0,0,74.0,55.0,1
0.735989667154,0.750110791221,-1,59.6846323458,1.0,1.0,1,5,2.0,1.0,0,40.0,43.0,1
0.321040497076,0.792820842097,0,66.6876387573,1.0,1.0,1,4,1.0,3.0,0,36.0,50.0,1
0.767650099136,0.82162617544,-1,63.5115177285,2.0,1.0,1,2,3.0,-1.0,1,96.0,?,1
0.786367504594,0.505389151775,0,56.1549172954,-1.0,0.0,?,4,4.0,3.0,1,55.0,13.0,1
0.805955917601,0.815825020508,0,59.5930422118,3.0,3.0,5,3,2.0,4.0,1,92.0,48.0,1
0.702931662498,0.627526324415,1,61.5963867747,2.0,2.0,3,2,0.0,1.0,1,47.0,81.0,1
0.588889423654,0.476449403388,-1,63.9899810001,1.0,2.0,5,5,3.0,3.0,?,26.0,63.0,0
0.726885147095,0.731361883896,?,65.4320737315,1.0,2.0,2,1,2.0,4.0,1,67.0,53.0,0
0.763883998533,0.257340957974,0,68.7839422737,2.0,2.0,1,3,2.0,1.0,1,43.0,?,0
0.42316408058,0.608073152461,0,66.9654906756,4.0,1.0,4,?,2.0,2.0,0,9.0,87.0,1
0.531602714615,0.956559369119,-1,66.2867751893,0.0,2.0,1,2,0.0,3.0,0,66.0,73.0,0
0.78556029697,0.934145885459,1,53.6764318795,2.0,1.0,3,5,4.0,4.0,1,58.0,22.0,1
?,0.526044969688,0,80.6097143475,3.0,4.0,2,3,1.0,4.0,1,36.0,39.0,0
0.568233033228,0.525228400106,-1,61.9488834058,0.0,1.0,4,2,3.0,3.0,0,?,63.0,0
0.561149669679,0.418187977922,1,76.171064407,2.0,1.0,2,1,1.0,2.0,0,33.0,33.0,1
0.23923795837,-0.0547287586575,-1,68.8096367665,2.0,2.0,4,4,3.0,3.0,1,29.0,42.0,1
?,0.674846067655,0,76.9341364329,0.0,2.0,3,2,2.0,3.0,?,30.0,64.0,0
0.659731226048,0.550295793587,0,48.729925971,2.0,2.0,5,2,3.0,3.0,1,51.0,?,1
0.202710670663,0.409936277922,-1,71.439708777,1.0,3.0,?,?,1.0,2.0,0,24.0,53.0,0
0.234089329059,0.448002291485,1,54.0330751181,3.0,2.0,5,4,1.0,4.0,0,72.0,59.0,?
0.718084618711,0.591020158714,0,77.1589415655,1.0,1.0,2,2,3.0,1.0,0,42.0,28.0,1
0.469132330006,?,0,70.1845514299,2.0,2.0,4,3,2.0,4.0,1,35.0,24.0,1
0.656432496797,0.200039001802,1,68.1386293605,2.0,2.0,4,1,2.0,2.0,1,25.0,58.0,0
0.65897154201,0.601373362642,-1,69.4535832265,3.0,1.0,2,2,3.0,2.0,1,98.0,12.0,1
0.667565536796,0.416960980453,1,61.5938844424,2.0,1.0,1,2,3.0,2.0,0,69.0,63.0,1
0.385452866432,0.520614070465,0,53.7722636981,1.0,2.0,4,4,3.0,0.0,1,13.0,38.0,0
0.458394453292,0.227331923453,0,63.4961172462,0.0,0.0,2,5,3.0,2.0,1,29.0,50.0,1
0.524275765411,0.716621424716,0,58.6799568424,2.0,2.0,5,5,3.0,1.0,1,66.0,42.0,1
0.468321096175,0.483880907583,0,66.6428815894,1.0,0.0,3,?,3.0,1.0,1,33.0,60.0,1
0.347594548501,0.348846134775,0,73.4882678718,2.0,2.0,1,1,5.0,2.0,1,47.0,38.0,1
0.518643323443,0.426000589356,1,?,3.0,3.0,4,4,4.0,2.0,1,85.0,?,1
?,0.748549164829,?,68.18273773,0.0,3.0,4,4,4.0,3.0,1,35.0,52.0,0
0.438039482974,0.397998830196,1,66.4826824398,2.0,2.0,3,3,2.0,5.0,0,49.0,58.0,1
0.475537656403,0.642820701849,?,48.7833889201,3.0,1.0,2,1,3.0,2.0,0,51.0,46.0,1
0.243033623693,0.519703490448,0,77.3104562534,1.0,2.0,?,2,1.0,3.0,1,78.0,?,0
0.843195604194,0.531285229839,0,79.6975294681,3.0,2.0,3,4,4.0,3.0,0,47.0,51.0,1
?,0.391239304008,-1,53.2218953179,1.0,0.0,4,3,3.0,2.0,0,53.0,75.0,1
0.298644509664,0.463037473896,0,?,2.0,2.0,5,2,4.0,2.0,1,58.0,41.0,1
0.378827607295,0.308685571476,-1,57.8172907669,3.0,1.0,2,2,1.0,3.0,1,52.0,38.0,1
0.388197076883,0.366281011939,-1,62.7138491934,1.0,1.0,1,5,1.0,4.0,0,93.0,58.0,1
0.0761994825501,0.489885483667,1,?,1.0,2.0,4,4,4.0,2.0,0,63.0,82.0,0
0.910475349563,0.614328335532,-1,78.1874326905,?,2.0,4,?,3.0,4.0,1,60.0,58.0,?
?,0.618484242971,?,53.5381036296,3.0,3.0,?,1,4.0,4.0,1,40.0,48.0,1
0.387763636735,0.533069342495,1,64.6302028486,4.0,0.0,2,3,2.0,1.0,1,71.0,58.0,1
0.486753228996,0.470067168528,0,67.4774362321,?,1.0,4,4,3.0,2.0,1,82.0,36.0,1
0.340684905058,0.597533710194,-1,70.8780679556,2.0,3.0,2,4,0.0,3.0,1,52.0,24.0,1
0.403944607496,0.726737655175,0,70.5549537183,2.0,3.0,2,5,2.0,5.0,1,43.0,53.0,0
?,0.864137149368,-1,76.3825501615,4.0,?,5,4,0.0,1.0,0,68.0,66.0,1
0.522905749631,0.356669288189,-1,69.0802151681,2.0,2.0,3,4,3.0,3.0,0,4.0,27.0,1
0.570633110898,0.455483654839,0,60.4255926615,3.0,1.0,5,1,0.0,2.0,0,13.0,27.0,1
0.0880601241764,0.509626110226,0,62.451410224,2.0,3.0,1,3,3.0,2.0,0,39.0,15.0,1
0.44552931404,0.255053743982,1,65.0091883255,1.0,1.0,2,2,3.0,?,1,30.0,70.0,0
0.528429604438,0.753610232779,0,68.6898992878,2.0,-1.0,5,5,2.0,2.0,1,42.0,12.0,1
0.349919532091,0.345775802744,?,64.8973773381,1.0,2.0,3,4,3.0,3.0,0,69.0,79.0,0
?,0.173938048166,?,60.162677954,2.0,2.0,2,4,2.0,3.0,0,57.0,62.0,0
0.542297942678,0.6337935574,0,69.8893052922,2.0,1.0,4,4,1.0,2.0,0,65.0,58.0,1
0.282567080263,0.459987351731,-1,70.1685924693,-1.0,4.0,1,1,2.0,3.0,1,48.0,21.0,1
0.623790315241,0.571387207185,1,61.7998249607,2.0,2.0,5,4,2.0,3.0,0,44.0,52.0,1
0.0235676582054,0.7448968301,-1,58.4188848594,0.0,3.0,3,5,2.0,2.0,1,43.0,89.0,0
0.235781432546,0.528287076963,0,62.1186282523,2.0,4.0,3,2,4.0,4.0,1,?,37.0,1
0.811067909382,0.577186799559,0,72.1663716709,1.0,2.0,2,3,3.0,3.0,0,95.0,-2.0,?
0.630230412699,0.111404127329,0,63.9170875266,1.0,4.0,1,?,1.0,2.0,1,52.0,19.0,0
0.25693280613,0.6497188129,0,66.2693777109,1.0,1.0,4,4,1.0,3.0,1,34.0,?,1
0.702834374364,0.553855870112,1,64.1670073836,2.0,3.0,2,3,3.0,3.0,1,51.0,45.0,0
0.852178272761,0.608094970986,0,75.0081526936,1.0,4.0,1,1,2.0,1.0,1,61.0,44.0,0
0.420588286624,0.565531638533,1,63.3115570713,0.0,1.0,1,5,2.0,2.0,1,33.0,17.0,1
0.314792343565,0.551901210886,-1,51.8372686503,2.0,2.0,5,2,1.0,1.0,0,43.0,41.0,1
0.428928300233,0.516119938753,1,72.1377482387,?,2.0,5,3,4.0,3.0,0,93.0,?,0
0.730511993359,0.868574634729,1,64.506398028,2.0,0.0,2,3,3.0,2.0,0,17.0,47.0,1
0.780728900886,0.226152160266,-1,72.3234312518,2.0,0.0,3,5,2.0,1.0,0,21.0,28.0,0
0.619810920096,0.318496597128,?,59.1645925039,1.0,2.0,5,5,3.0,2.0,0,38.0,84.0,0
?,0.437409661234,?,60.9478714098,2.0,1.0,1,3,4.0,2.0,1,22.0,58.0,1
0.665591415802,0.384595486708,0,69.2490849129,1.0,1.0,4,4,5.0,3.0,1,72.0,42.0,1
0.662838892642,0.289264961269,-1,76.1291147684,2.0,1.0,3,2,1.0,2.0,0,54.0,53.0,1
0.559849911915,0.403995263826,1,67.6475453015,0.0,2.0,3,2,2.0,2.0,0,34.0,80.0,0
0.407093182939,0.828653816308,0,66.9596141318,2.0,2.0,2,3,5.0,3.0,0,59.0,98.0,1
0.411305833891,0.231754560892,1,69.2432461919,2.0,1.0,5,3,3.0,4.0,1,16.0,41.0,0
0.278297432518,0.546430427238,-1,70.0452411463,2.0,0.0,4,4,2.0,2.0,0,?,75.0,1
0.59983865201,0.427040526087,1,58.8546789991,?,1.0,2,2,1.0,2.0,1,45.0,25.0,?
0.621159749954,0.786999527658,1,74.4232258546,2.0,2.0,1,2,1.0,3.0,1,53.0,65.0,1
0.464419933885,0.576318295748,1,?,0.0,3.0,2,3,1.0,2.0,0,73.0,64.0,0
0.419663177585,0.0574998269465,?,68.8756274019,2.0,1.0,1,2,2.0,2.0,0,47.0,70.0,0
0.231525365042,0.41945272163,0,71.1072339494,2.0,4.0,2,4,2.0,1.0,1,92.0,116.0,0
0.63013016398,0.442761256105,0,61.7149701081,1.0,1.0,1,1,1.0,3.0,0,67.0,66.0,1
0.582446260241,0.674867838393,-1,68.8279805094,1.0,3.0,4,1,2.0,2.0,?,83.0,59.0,0
0.453314427678,0.685813315477,1,71.3586993594,2.0,1.0,2,1,3.0,?,0,-4.0,73.0,0
0.802986313267,0.443568783197,0,73.6446259968,2.0,0.0,1,5,3.0,2.0,1,35.0,60.0,1
0.593467786987,0.692775525856,1,69.502238953,1.0,1.0,5,1,4.0,3.0,0,55.0,44.0,1
0.645129295672,0.775580341708,1,65.6644677626,3.0,2.0,5,4,?,3.0,1,33.0,38.0,1
0.401887720136,0.386583654273,1,63.9299444544,0.0,1.0,5,2,0.0,3.0,1,47.0,49.0,0
0.927435614594,0.370384975512,1,67.8590064594,1.0,1.0,5,5,4.0,2.0,0,78.0,44.0,1
0.622885726864,0.565084642357,1,67.4848977974,2.0,2.0,3,2,3.0,4.0,0,32.0,52.0,1
0.983874124125,0.695350978684,0,74.1720500688,3.0,4.0,2,1,1.0,4.0,1,28.0,27.0,0
0.584303561762,0.841761735805,-1,57.3643351468,1.0,1.0,4,2,2.0,3.0,1,73.0,77.0,1
0.666335320795,0.639224880499,0,64.7946533294,2.0,-1.0,5,1,1.0,2.0,0,45.0,?,1
0.322553731755,?,1,80.2259681743,0.0,2.0,2,3,1.0,3.0,1,34.0,67.0,0
0.586896078609,0.564431748524,-1,51.2816572308,1.0,2.0,2,2,2.0,3.0,0,42.0,72.0,0
0.593234474259,0.2851472256,0,50.6777419957,1.0,4.0,3,?,3.0,1.0,0,61.0,51.0,0
1.00394947555,0.355939676266,?,69.9450525524,3.0,2.0,2,5,4.0,3.0,0,23.0,43.0,0
0.195968281066,0.595313149649,1,?,2.0,0.0,2,5,3.0,3.0,1,56.0,?,1
0.771430930878,?,0,?,0.0,3.0,2,5,2.0,5.0,1,34.0,22.0,0
0.459749242048,0.228903173045,1,67.5912405375,2.0,1.0,1,5,3.0,2.0,1,33.0,52.0,1
0.842547966193,0.504698442554,0,63.0904745549,3.0,1.0,3,5,3.0,4.0,0,34.0,51.0,1
0.486980125041,0.373976096779,-1,?,2.0,2.0,4,3,2.0,3.0,1,48.0,45.0,1
0.550636136768,1.15895193797,0,69.5153526895,1.0,2.0,2,2,4.0,2.0,0,19.0,?,0
0.294589284863,0.508662168291,0,61.0550079307,3.0,2.0,2,5,3.0,4.0,1,50.0,62.0,1
0.266443857225,0.463433643377,?,61.9556145206,1.0,0.0,2,5,2.0,3.0,?,58.0,65.0,1
0.554900115691,0.705146722741,1,62.9204756088,0.0,3.0,1,2,3.0,2.0,1,52.0,39.0,0
0.46204314433,0.746781176766,1,70.986469088,4.0,?,1,3,2.0,3.0,0,85.0,50.0,1
0.367007580138,0.435676727508,1,68.778180472,2.0,0.0,3,2,3.0,2.0,1,54.0,54.0,1
0.397878039625,0.539783583667,1,55.0072753189,2.0,?,4,2,2.0,4.0,1,52.0,42.0,1
?,0.493626257393,1,56.7158328275,1.0,1.0,1,?,3.0,3.0,0,55.0,92.0,1
0.749089624569,0.770434111139,1,?,0.0,1.0,5,3,3.0,3.0,0,55.0,40.0,0
0.594466071214,0.199235440129,1,47.5857400513,2.0,1.0,1,?,4.0,3.0,1,38.0,43.0,0
0.560883158622,0.708882159051,0,65.5372327615,2.0,1.0,5,1,3.0,2.0,1,42.0,73.0,1
0.718916306667,0.873458390898,-1,?,2.0,0.0,?,4,3.0,1.0,0,85.0,53.0,1
0.79456532543,0.600903161873,1,54.8777218537,1.0,2.0,1,1,1.0,3.0,1,85.0,52.0,?
0.442893289404,0.347712413891,0,57.0158083903,2.0,1.0,2,1,2.0,2.0,0,57.0,53.0,?
0.328246760725,0.679410104192,0,61.9894104977,1.0,0.0,?,4,1.0,2.0,1,59.0,73.0,1
0.565936753931,0.458736742403,0,65.9133023985,3.0,1.0,3,3,3.0,?,0,42.0,61.0,1
0.347661308898,0.359850161064,1,75.5101756942,3.0,?,2,3,3.0,?,0,61.0,25.0,1
?,0.559678612031,0,69.2541015099,0.0,1.0,1,2,3.0,2.0,1,58.0,56.0,0
0.530385208626,0.388452864248,0,60.806285736,0.0,-1.0,3,3,4.0,3.0,0,27.0,47.0,1
0.261464319317,-0.0201577385763,0,55.689589021,1.0,1.0,3,4,1.0,3.0,?,55.0,15.0,1
0.558649701084,0.553291011528,1,62.3436144423,2.0,4.0,2,5,2.0,1.0,1,11.0,25.0,0
0.855387585697,0.549443902044,1,61.5611739436,3.0,?,?,?,3.0,3.0,0,53.0,?,1
0.530892037041,0.449911967609,0,65.3511609218,0.0,3.0,3,1,3.0,3.0,1,73.0,57.0,?
0.445483373405,?,1,71.817255559,0.0,1.0,4,2,4.0,3.0,1,34.0,39.0,0
0.677372802565,0.400014573226,-1,77.159017343,2.0,2.0,3,2,3.0,2.0,1,66.0,58.0,1
0.574438521492,0.667479401446,0,70.1355145806,2.0,0.0,2,5,2.0,2.0,0,79.0,93.0,1
0.477866588581,0.904060210039,0,62.3960020046,2.0,1.0,5,1,4.0,2.0,0,49.0,62.0,1
0.63139550313,?,0,64.4007051791,2.0,3.0,3,1,2.0,3.0,1,55.0,65.0,0
0.703188635203,0.211203979617,1,74.0947242011,3.0,2.0,2,4,4.0,2.0,1,38.0,68.0,0
0.564990753609,0.530426817739,?,69.0981151714,3.0,1.0,1,5,2.0,1.0,1,?,65.0,1
0.286039237528,0.318343923706,?,51.3378379892,1.0,2.0,4,4,3.0,1.0,0,45.0,49.0,0
0.185861529952,0.632701863197,-1,64.3255776713,4.0,2.0,1,4,1.0,?,1,32.0,41.0,1
0.501838748556,0.248714452887,-1,66.3765438971,2.0,2.0,3,4,2.0,1.0,1,46.0,51.0,1
0.360259344297,0.673817142646,1,74.6726218808,2.0,1.0,4,1,3.0,4.0,1,26.0,26.0,1
0.506681241356,0.824087707458,0,?,1.0,0.0,?,3,3.0,3.0,1,61.0,45.0,1
0.0939974498006,0.597680041208,-1,71.6773674643,1.0,1.0,5,3,2.0,2.0,0,41.0,89.0,1
0.63309537246,0.485587355459,0,64.9511695237,0.0,2.0,1,1,?,2.0,?,43.0,52.0,0
0.229022965331,0.591893909893,-1,?,1.0,1.0,2,3,?,3.0,0,-14.0,?,0
0.347801998425,0.273557346488,-1,75.7366403482,1.0,1.0,?,5,?,1.0,0,67.0,43.0,1
0.736049087166,0.600162330956,0,62.3210596452,0.0,?,4,5,3.0,2.0,1,37.0,65.0,0
0.324887270741,0.259429121687,-1,70.9144823563,1.0,1.0,2,2,1.0,2.0,1,60.0,59.0,1
0.228369891183,0.5762910994,1,64.7852959441,?,0.0,3,4,3.0,?,0,27.0,64.0,1
0.500045876293,0.531104595556,?,64.1097781525,3.0,1.0,5,3,4.0,3.0,0,48.0,43.0,1
0.33905351275,?,?,78.3291581736,1.0,2.0,3,2,3.0,2.0,0,66.0,45.0,0
0.556629051374,0.110001988106,0,56.629280193,3.0,3.0,2,5,4.0,2.0,0,38.0,41.0,0
0.449960959379,0.581250679683,0,78.5902545013,1.0,1.0,5,3,?,2.0,0,34.0,71.0,1
0.784511003515,0.0767209721185,0,56.2010082047,1.0,2.0,5,1,3.0,?,0,45.0,58.0,0
0.559177897414,0.383674433108,0,59.4066947902,2.0,?,3,3,3.0,2.0,0,74.0,22.0,1
0.634451058606,0.448336333743,-1,57.6953712221,3.0,1.0,1,4,3.0,1.0,1,59.0,46.0,1
0.487210731726,0.374850192053,0,63.455115922,0.0,3.0,3,3,3.0,3.0,1,70.0,36.0,0
0.340134453842,0.228909252732,1,65.931349727,1.0,1.0,5,4,3.0,2.0,1,?,15.0,1
0.496889328196,0.67993384327,0,50.2266773042,?,1.0,4,1,4.0,3.0,1,45.0,48.0,1
0.434830728791,0.942282313184,-1,75.1172737264,1.0,1.0,4,5,2.0,2.0,0,40.0,63.0,1
0.320015697507,0.629783164847,-1,69.3349643498,2.0,1.0,1,3,2.0,2.0,0,34.0,?,1
0.177109009161,0.741999661346,1,?,4.0,2.0,2,2,3.0,2.0,0,14.0,6.0,1
0.800655754268,0.371279639761,-1,74.3904195312,2.0,0.0,2,2,4.0,3.0,1,83.0,7.0,1
0.612970095837,1.03697060298,0,60.6590610331,1.0,2.0,2,5,1.0,1.0,0,34.0,33.0,?
0.472916949295,0.832806472145,0,62.1314107189,1.0,2.0,2,3,2.0,1.0,0,6.0,23.0,0
0.386843108683,0.591338068365,1,73.2040327988,3.0,1.0,3,2,4.0,2.0,1,34.0,59.0,1
0.349309920852,0.544875263401,0,64.0134580708,1.0,2.0,1,4,3.0,3.0,0,79.0,29.0,1
0.377659625356,?,1,69.9571421819,0.0,1.0,1,5,1.0,4.0,0,67.0,55.0,0
0.706930420001,0.364649555871,-1,59.9277925795,1.0,4.0,2,5,1.0,3.0,0,73.0,8.0,1
0.56593523193,0.481610563853,1,70.2486881272,0.0,0.0,4,5,2.0,5.0,1,32.0,36.0,1
0.584053315459,0.0629622024744,?,61.6386188299,3.0,3.0,3,1,2.0,2.0,0,52.0,57.0,0
0.631919230596,0.638950701133,1,60.669659264,3.0,1.0,5,1,3.0,2.0,1,59.0,75.0,?
0.518940098927,0.383347067709,0,72.1722917104,1.0,1.0,3,1,?,3.0,0,?,54.0,1
0.68500292819,0.532446752429,1,69.9032173614,2.0,1.0,4,3,2.0,3.0,1,52.0,19.0,1
0.584871066057,?,-1,55.6580753593,0.0,1.0,2,2,2.0,2.0,0,39.0,91.0,0
0.705847794255,0.327953445672,1,46.8478472652,2.0,2.0,4,3,4.0,1.0,0,77.0,36.0,1
0.360810399938,0.561357368151,0,62.9588546214,1.0,-1.0,1,1,3.0,1.0,0,56.0,85.0,1
0.537213339018,?,0,54.0188545375,1.0,1.0,5,1,2.0,3.0,1,44.0,64.0,1
0.665458396144,0.432614291633,1,64.2110182539,3.0,0.0,5,2,4.0,3.0,1,65.0,27.0,?
0.590111281423,0.391878611928,-1,57.3409856238,1.0,1.0,5,1,4.0,2.0,1,76.0,52.0,?
0.426024168682,0.537971242762,-1,60.1263703844,1.0,2.0,1,1,?,2.0,1,52.0,4.0,1
0.62664023613,0.635564314743,1,74.990998819,2.0,1.0,4,1,1.0,3.0,1,39.0,28.0,1
0.864729537787,0.656746671759,-1,60.2136841025,1.0,-1.0,1,5,3.0,3.0,1,56.0,51.0,1
0.615256425215,0.417767312651,1,71.1051336454,2.0,?,3,2,1.0,1.0,1,59.0,62.0,0
?,0.566648805173,1,60.5991102149,0.0,2.0,3,2,2.0,1.0,1,57.0,41.0,0
0.694880210932,0.278217214383,0,61.2041666081,4.0,1.0,3,5,2.0,3.0,0,39.0,59.0,0
0.374804925561,0.471045013247,0,54.3595216286,2.0,2.0,4,4,1.0,2.0,1,40.0,46.0,1
0.542186054405,0.473688382406,-1,61.7500270577,1.0,1.0,5,3,3.0,3.0,1,46.0,18.0,1
0.405070711224,0.0235841501449,?,72.1856083184,2.0,1.0,5,5,1.0,2.0,1,?,49.0,?
0.474650707354,0.515733826379,0,?,2.0,0.0,1,5,3.0,2.0,0,67.0,40.0,1
0.384236324886,0.910304955352,1,56.0516524974,?,2.0,3,3,1.0,3.0,0,18.0,62.0,1
0.433198023108,0.39738956191,0,70.9088896957,2.0,0.0,5,4,1.0,3.0,0,69.0,67.0,1
0.562995392756,0.43947168417,?,55.9112904619,2.0,1.0,2,1,2.0,2.0,1,59.0,27.0,1
0.925201221797,0.236044154108,0,54.2331293458,2.0,1.0,1,1,6.0,2.0,?,51.0,71.0,0
0.844294821493,0.344634968816,1,61.5160232832,0.0,2.0,3,4,2.0,2.0,0,64.0,33.0,0
0.807577825205,0.235153089315,0,69.278808493,2.0,3.0,2,4,3.0,3.0,1,62.0,63.0,0
0.439813139589,0.48143126071,0,61.8993163562,1.0,2.0,4,4,3.0,3.0,1,24.0,63.0,0
0.253771115705,0.676299753588,1,61.8779415536,2.0,2.0,2,5,1.0,3.0,1,93.0,77.0,1
0.672671438448,0.285509622237,-1,55.34003237,?,2.0,5,1,3.0,2.0,0,50.0,61.0,0
0.497927789859,0.384173438542,1,60.7382509033,0.0,0.0,3,3,1.0,3.0,1,64.0,59.0,1
0.85210776401,-0.0831841670116,1,60.1976001198,0.0,?,1,3,2.0,2.0,0,53.0,71.0,1
?,0.557295417921,0,58.7908374475,?,3.0,4,5,1.0,3.0,0,?,52.0,0
0.303328348438,0.64966760869,?,83.3525126137,3.0,3.0,5,2,3.0,3.0,0,45.0,50.0,?
0.569524273232,0.601928391359,0,44.7218919092,?,3.0,1,?,3.0,1.0,1,42.0,49.0,0
0.482586002822,0.513743860195,-1,62.6816420388,3.0,2.0,1,4,3.0,3.0,0,29.0,71.0,1
0.135032490533,0.360756136912,0,56.0792510389,3.0,3.0,4,3,4.0,1.0,1,73.0,47.0,1
?,0.600034677749,-1,65.4031003839,1.0,2.0,5,4,2.0,?,0,?,52.0,0
0.713162565793,0.676819065702,0,63.5340737994,3.0,2.0,4,1,3.0,3.0,1,29.0,20.0,1
0.597352549801,0.605611367296,-1,64.3854442995,1.0,2.0,1,5,4.0,2.0,0,59.0,77.0,0
0.685549834682,0.34522313703,0,56.8153223854,4.0,1.0,3,3,3.0,2.0,0,59.0,24.0,1
0.383127753719,0.487664891818,-1,?,?,1.0,1,3,?,4.0,1,90.0,85.0,1
0.654414478352,0.478377624668,1,69.6371029196,1.0,0.0,5,2,3.0,1.0,0,84.0,32.0,1
0.25984179021,0.417006209645,0,67.5307406378,2.0,3.0,3,1,0.0,3.0,0,4.0,58.0,0
0.532950028217,0.651441688307,1,54.0572632673,3.0,0.0,4,3,3.0,2.0,1,70.0,66.0,1
0.550527064217,0.591350306366,-1,67.202197085,2.0,2.0,4,5,1.0,3.0,1,30.0,38.0,1
0.789431830742,0.34669839875,-1,63.3140391594,1.0,2.0,3,5,3.0,3.0,1,62.0,30.0,0
0.499858777368,0.345407046892,0,55.0837019028,1.0,2.0,3,5,2.0,3.0,?,66.0,85.0,0
0.559903925982,0.240086460437,0,69.0956173748,1.0,2.0,4,5,3.0,2.0,1,59.0,11.0,1
0.72716137554,0.573724656108,-1,77.2228069249,-1.0,?,3,1,3.0,2.0,0,23.0,74.0,0
0.273213087838,0.552616706799,0,67.626440459,1.0,2.0,1,4,4.0,4.0,0,33.0,58.0,0
0.451558815876,0.429492374207,?,64.0802811908,2.0,3.0,2,3,2.0,3.0,1,57.0,35.0,0
0.35972697331,0.489598273427,0,71.2945123434,3.0,2.0,2,4,1.0,1.0,0,44.0,55.0,1
0.717148229172,0.766190716149,0,61.2703537957,1.0,0.0,2,3,?,2.0,1,43.0,69.0,1
